"unified_content","postid","code"
"{redacted}: What testing do you perform before introducing the peanuts in these atopic children?","4661339",1
"Why would they need testing at 3-4 months of age?","4661489",1
"Strongly recommended before the feeding per this draft. ","4661811",1
"Why?","4662248",1
"Testing recommended in high risk babies only? Defined how- severe eczema, egg allergy, etc?","4662252",1
"Job security :)


","4662292",1
"Sorry, can't find the draft. Perhaps {redacted} is aware why, when and who should be tested before feeding.","4662297",1
"Skin prick test high risk infants 4-11 months old, defined as severe eczema (>10% body surface area and requiring topical steroids) and/or egg allergy (history of reaction to egg and skin prick test 3+ mm to egg white). If the peanut skin prick test is 0-2 mm, may do initial feeding at home or in the office, if 3-7 mm, feed or graded oral food challenge in office, if 8+ mm assume a peanut allergy is present and avoid peanut. Use judgement in other cases (mild eczema, other food allergies, sibling history, etc.) but early peanut introduction likely to be beneficial in all cases.





Pediatricians may obtain serum specific IgE to peanut first, if <0.35 kU/L then may introduce peanut at home without special precautions, if >0.35 kU/L then refer to specialist who would then probably skin prick test/oral food challenge/","4663828",1
"Is non-Twelve Step treatment more effective for addiction?","306835",1
"Peanut allergy?","4669912",1
"The article cites no studies proving the superiority of non-AA treatments over AA.





I recommend AA treatment to all patients meeting criteria for a substance use disorder.  It's free, somewhat effective (alcohol use disorders are VERY difficult to treat), and I don't need to worry about drug-drug interactions.





The biggest objection patients raise to attending AA is the spiritual focus, e.g. Lord's Prayer and references to God.  I attended a couple of open meetings as a disclosed observer and corroborate this complaint.  In response, I then refer them to secular AA-type meetings as alternatives, e.g. 





www.sossobriety.org


www.aaagnostica.org





The next biggest objection is that patients don't think that they have a problem with alcohol.  Fine, 12-step meetings don't require a doctor's diagnosis of an alcohol use disorder, simply the desire to stop drinking.  If they don't want to stop drinking, then that's grist for the mill.





If patients can maintain sobriety without a 12-step program and/oor medication, that's fine with me, but that's the exception rather than the rule.


","4669952",1
"My only objection is that some 12 step programs (for both alcohol and opiods) will not allow adjunctive medication treatments to be used.   





Not ""pure"" enough for them, even if they help get the job done for many addicts.","4670292",1
"{redacted}, I've talked to several people senior in AA, e.g. sponsors.  First of all, one of the founders of AA was an MD, ""Dr. Bob Smith.  Second, AA formally has an issue with someone abusing prescriptions, not prescriptions themselves, and mainstream AA has proper boundaries and defers to MDs' judgment.  Third, even if patients hook up with an AA group that's anti-med (eg AA front for Scientology), there are many alternative groups they can attend.  Accordingly, anti-med AA has not been an obstacle I've had problems with.","4670335",1
"AA groups vary. One of the tenets of AA is that AA is not supposed to have an opinion on any outside issues - if an AA group goes against this and has a negative opinion about meds, it may not be the official group opinion but rather the opinion of certain group members....though it may just be an errant group that has gotten off course. The person can go to a different AA group - often it takes some time to find the best ""home group"" ","4670373",1
"For anyone interested in learning more about AA:





""Alcoholics Anonymous (AA): a primer""


https://app.sermo.com/posts/posts/140738","4670381",1
"""AA groups vary.""





They also differ.","4670386",1
"Also a number of patients will tell you they won't attend AA or NA because groups are against adjunctive meds - and then you find out later this was just an excuse the pt gave you so you would not expect him/her to go to a 12-step group.  It's a great excuse/story to make up to tell a prescribing MD!  Worked on me real good until I got wise to it, frankly...by really asking what was said at what meeting, etc....found out most of the time nothing was said and it was just a ""feeling"" pt had, etc - then had to work with pt re how to feel comfortable in a group, e.g. how one is not required to speak but can just say ""pass"" if group is having people speak in turn, etc ","4670390",1
"One of the slogans of AA that's said at the end of every meeting is: ""take what you like and leave the rest.""  ","4670396",1
"""They also differ""





Glad I can always count on you {redacted} to split hairs. I do love you. You should have been a writer, a poet?  Perhaps you already are. I do want you as an editor for my book - seriously!  But I'm sure your fees would be way outta my league (and well worth it)","4670397",1
"Yes, I already are a writer: behavenet.com/blog





Vary vs differ is one of my pet hairs -- or peeves. My partner's a real writer. You might want to check with her before you consider using me.





Favorite 12 step movies:


http://behavenet.com/you-kill-me


http://behavenet.com/thanks-for-sharing





","4670472",1
"The downside of ""service animals"" on planes","308203",1
"Are you kidding? Adults are the worst behaving.","4685543",1
"I'm guessing that the increasing numbers of dogs and cats on planes is going to be a huge problem.  It's one thing if there is one animal on the other side of the plane, but the article mentioned multiple animals, and I'm guessing the air on the plane eventually gets pretty full of dander when there are multiple animals.  Those people who have their animals declared ""emotional support"" animals by getting a bogus certificate from some website should be ashamed of themselves.  I still can't believe that ""emotional support"" trumps the ability to breathe.","4685848",1
"^ It also trumps the other passengers' wish to have a relaxing, animal-free flight. 


Airplanes have becoming like cattle carts. ","4685849",1
"Entitlements trump common sense. ","4685918",1
"So, they no longer serve PEANUTS on airplanes,


 due to uncommon peanut allergies, 


but a child allergic to dogs has to get off the plane.





So WHEN are  they going to  ask the dogs to get in the luggage compartrment ?


The animals are only in the passenger compartment because the cheap owners do not want to pay for them to be transpoorted.","4686716",1
"FWIW,


Most animals on aircraft have their own ticket; they don't fly for free. Most let ticketed small animals travel in approved containers under the seat. I believe service animals travel for free tho. In this case, 90 min had elapsed between boarding and departure. A bit too much time was spent dithering. I doubt that most passengers knew the particulars and they might just have been glad to get going at last. ","4686751",1
"There's the relevant info right there: Service animals fly for free.  That's why all of a sudden everyone's dog or cat is a service animal.","4686783",1
"^^^That is what I was referring to.


They put a vest on the animal ""Emotional support animal""


and the animal comes on the plane for free.


","4686829",1
"Ask legacyflyer's about that. ","4686844",1
"Food Allergies & Restaurants","309605",1
"The word “allergy” has been around only since 1906, when Austrian pediatrician Clemens von Pirquet coined it to describe altered biological reactivity. It didn’t gain traction until the mid-1920s, when it took on a big-tent definition describing reactions to everything from food and insect stings to mold and hay fever, says medical historian Matthew Smith, author of the new book Another Person’s Poison: A History of Food Allergy. For most of the 20th century, research-focused “orthodox” allergists, who insisted on a definition requiring a measurable immune reaction, battled with more flexible food allergists, whose main focus was bringing relief to their patients’ hypersensitivities.





The peanut wars of the 1990s brought heightened visibility to the battle. In 2009, Massachusetts led the nation as the first state to require restaurants to undergo allergy training, followed by Rhode Island.





A year later, Paul Antico, a former Fidelity portfolio manager from Cohasset, started AllergyEats, a Yelp-type website, and now also an app, where customers rate restaurants based on how seriously they take allergies. As the father of five, three with food allergies, Antico wanted to give families the freedom to eat out without paralyzing fear. The site now has tens of thousands of user reviews of restaurants from around the country.





Allergy advocacy culminated with the 2013 law signed by President Obama — whose older daughter has a peanut allergy — pushing schools to stockpile anaphylaxis-combating auto-injecting epinephrine EpiPens.





Today, an estimated 4 percent of American adults — or around 10 million — are believed to have food allergies. The percentage is higher for children, 5 percent or more, although many kids will outgrow allergies to milk, egg, wheat, and soy. The other four biggies — peanuts, tree nuts, fish, and shellfish — are more likely to endure. Catering just to the gluten-free subset (technically, celiac and gluten sensitivity aren’t allergies) represents an estimated $23 billion-a-year market.





In his presentation to restaurateurs, Antico argues that appealing to the allergy crowd can pay off in dollars and cents. The market, he says, is much bigger than just people with diagnosed allergies. He cites a Journal of Allergy and Clinical Immunology study that found a whopping 30 percent of Americans believe they have a food allergy.


Still, even he acknowledges the excesses. “There are people who fake allergies, and that stinks,” he says. “We, as the food allergy community, have to be respectful of what the restaurant goes through and be thankful that they’re willing to slow down the entire machine on a busy Saturday night to address our needs.”





Munoz-Furlong stresses that consumers need to know the harm they’re causing when they phrase their food preferences in the form of an allergy. Not long ago, she laid into an acquaintance who had told their waiter, “I am allergic to peppers,” then confided to Munoz-Furlong, “I just hate peppers.”





“People have to understand why it took us so long to get restaurants up to speed,” she says. “It was like getting an ocean liner to change course. We don’t want to go backward because the restaurant industry can’t trust that people are really being honest.”





","4701422",1
"IT’S 5:15 ON A RECENT FRIDAY evening at Lumiere, the upscale restaurant in West Newton run by noted chef Michael Leviton. Right now, just one of the burgundy-and-cream banquettes is occupied, though soon all 88 seats will be filled. The tiny kitchen is already humming. It takes hours of prep work for a restaurant with an ambitious menu to run smoothly on a busy night.





The little black ticket machine in the kitchen spits out a takeout order for a chicken dish. In red block lettering, the ticket reads GLUTEN ALLERG. As special requests go, this one is easy. The machine will occasionally produce a ticket with so many allergy notations in red that it stretches as long as a supermarket receipt from a stock-up-and-save sale.





Every time the cooks see the word “allergy,” they have to assume the customer’s condition is life-threatening. The big danger is cross contamination, where an allergen is inadvertently transferred from one dish to another, often through a shared cutting board or utensil, or through the oil in the fryer or even food dust in the air.





That means with every allergy, the action must stop in this kitchen jammed with cooks and dishwashers. The cooks consult a printed breakdown of ingredients in each dish to make sure the allergen isn’t hiding out in a component. They either grab new cutting boards, knives, and tongs or put theirs through the sanitizing dishwasher. And when the plate is done, they use disposable wipes to hold it by the edge.





Imagine doing that repeatedly across a breathless night, disrupting the choreography of the kitchen each time. I asked numerous chefs how many tables have a diner asking for these special accommodations on a typical night, and I heard estimates ranging from 10 percent to a jaw-dropping 60 percent.





Now imagine that a diner whose “serious dairy allergy” required you to take all those time-consuming steps decides to finish her meal by ordering ice cream, telling her server that it’s OK if she “cheats a little.” This, Leviton says, happens all the time.





He has no problem if a customer says, “I’m not eating gluten” or “I’m avoiding dairy.” The kitchen will make sure those ingredients aren’t in the dish. But they won’t be wasting time taking unnecessary steps. “We’re jumping through a different level of hoop,” he says.





Still, he stresses that people must have realistic expectations. If they come in with no early notice, proffering a card listing “15 different things they’re allergic to,” he says, “there’s not an awful lot we can do on a Saturday night at 7:30.”


Moreover, Leviton emphasizes that, as much as they work with extreme caution, they don’t cook in a vacuum. “We make bread in the same tiny kitchen we make everything else in,” he says, noting that it’s not as if the kitchen is being steam-cleaned to remove all flour dust. Most people who are “super-hyper-allergic,” he says, would stay away from restaurants because they know that just one tiny mistake could prove fatal.





That fear of a customer being carried out on a stretcher forces chefs to be vigilant. But the growing worry is that, as they run around addressing the needs of exaggerators and outright fakers, they might slip up on a customer with a genuinely deadly allergy.





Is it any surprise that more and more chefs are hitting their boiling points?





Kenny Shopsin, the cantankerous owner of the famed New York diner bearing his name, has bragged that when customers tell him they’re deathly allergic to something, he kicks them out, only to hear many confess that they’re not “that allergic.”





This frustration with fakers has occasionally led to recklessness. Recall what a former cook at the Tavern on the Green in New York’s Central Park copped to a few years back. Alleging that customers’ gluten problems were all in their “disturbed little heads,” Damian Cardone boasted he had made a habit of secretly giving anyone ordering gluten-free pasta the normal stuff with gluten and that they were no worse for it. (He seemed clueless that the most serious damage that celiac patients suffer takes place over time, not immediately.)





Then there was the waitress who posted an anonymous screed on Reddit that went viral. It began: “A server will never say this to your face but we all know your gluten allergy is fake. . . . You are just on a gluten-free diet and want attention.” When I track down the author, Chelsea Welch, she admits she had written the post in frustration, after witnessing too much nonsense as a waitress in an Italian restaurant in St. Louis.





The 21-year-old former waitress, who was once fired from Applebee’s for exposing a pastor as a tip cheapskate and who now goes by the name Ferris McEvoy, describes being a server as “a balancing act between pleasing the customer and not pissing off the kitchen.” Because servers are so dependent on tips, customers who make unreasonable requests “are dangling the server’s pay in front of them.”","4701425",1
"Lately, the allergy pushback has been coming from more prominent quarters.





At the end of last year, as the European Union prepared to enact a law requiring restaurants to disclose every possible ingredient used in their meals, 100 of Europe’s top chefs joined forces in protest. “It’s a total fiasco,” former BBC MasterChef winner Thomasina Miers told the Telegraph, noting that she herself suffered from a serious allergy. “It’s the responsibility of the allergee to ask, not the restaurateurs to list.”


Closer to home, some restaurants have begun using surcharges to call the bluff of fakers.





Paul Overgaag, chef-owner of back-to-back Harvard Square restaurants The Red House and Charlie’s Kitchen, has found the upcharge can be an effective deterrent. If a customer says he’s got a dairy allergy and the accompanying starch has dairy in it, he will be offered a substitution such as a salad, for a couple of bucks extra.





“If you’ve got a serious allergy, of course you’d be willing to pay,” Overgaag says. “But at least two to three times a night, the word comes back from the customer: ‘I’ll just have the starch with the dairy in it.’ They don’t want to pay for it.”





Leviton, whose success at Lumiere has long rested on the combination of high-quality food and service, hit his breaking point a few months ago. He told his staff that while they should continue to meet reasonable requests, they would begin saying no to customers more often.





For example, to cope with the spike in diners claiming garlic allergies, he had been holding off on adding the garlic until the very end, so it could be easily eliminated. But because a dish will be more flavorful when garlic is added early on, he concluded he was penalizing the many to please the few.


“We had crossed over and were making too many accommodations, and it was adversely affecting the majority of the customers,” he says.





These days, diners who report a garlic allergy will learn that the garlic cannot be omitted and will be encouraged to select another dish.





Leviton says this “recalibrated” policy hasn’t produced many complaints. “If we’re offending someone by not being as accommodating as they would like,” he says, “we just might not be the right place for them.”





IN THE ’90S, fat-free diets were all the rage. But people didn’t go into restaurants announcing that they were “allergic to fat.” So what has caused this tremendous spike in allergy claims?





It starts with a bunch of self-promoting, self-appointed “experts” dishing out lousy advice.





Consider Dr. Andrew Ordon, one of the stars of that inane The Doctors syndicated TV show, who offered viewers this kernel of wisdom when they dine out: “Probably the only guaranteed way to avoid that butter is to say, ‘Garcon, I have a bad butter allergy.’ ” How did the other talking heads on the panel react to this serving of nonsense? With approving nods and exclamations of “I like that!”


Then there’s blogger Vani Hari, who calls herself the “Food Babe.” Her dubious advice includes this gem: “Go so far as telling your server you’re allergic to butter and dairy, soy and corn.”





Dr. John McDougall, who peddles his low-fat, high-starch McDougall Program diet as a way to prevent degenerative disease, kicks it up a few notches, urging his flock to paint a picture for their servers. “Tell them you’re allergic to oil. [Say] ‘If I eat oil, I’ll have an anaphylactic reaction. I’ll have a seizure. You’ll have to call the ambulance. It will just be a whole big bad scene here in the restaurant. . . .’ ”","4701428",1
"Medical historian Matthew Smith says that on top of all that bad advice, there’s this reality: We’ve stomped out most major infectious diseases, leaving us with hard-to-treat chronic illnesses. Because diet is the one variable people feel they can control, they tinker with it. Some of them end up medicalizing benign conditions through self-diagnosis, swapping tips and drawing affirmation from online communities. That helps explain why so many Americans believe they have a food allergy and act on it without ever going to the doctor to confirm the hunch. (It might also help explain the excesses of the current landscape, where a Massachusetts prep school recently found itself sued by a couple who accused officials of ignoring their complaints about their son’s allergy to the school’s Wi-Fi signal.)


And then there are the diners who simply thrive on attention. They’ll announce that they don’t see anything they like on an extensive menu and ask the chef to make them something special. There’s no more surefire way to ensure your dietary desires are met these days than to invoke an allergy.





But restaurants are not blameless in this dance of deception. Culinary Institute of America professor and author Ezra Eichelberger is a leading voice on all things front-of-the-house. For too long, he says, too many restaurants tried to talk diners out of their preferences (“You’ve never had garlic the way our chef uses it”) or outright lied to them. They might, for instance, fail to disclose to vegetarians ordering the French onion soup that it was made with beef stock or neglect to wave pescatarians off the clam chowder because it has a little pork hidden in it.





This behavior is irresponsible. Tragically, people still do die from allergic reactions at restaurants, though with heightened awareness and plentiful EpiPens, less frequently than in the past. A 2011 review found all food allergy incidents to be responsible for about 200,000 emergency room visits a year, though a study tracking anaphylaxis deaths over the last decade found that less than 7 percent involved reactions to food. (Most were caused by reactions to medication.)


Eichelberger recognizes how out of whack things have become. When big bus-tour groups come in for a meal at the CIA and people start rattling off allergies that they failed to mention in advance, the staff will make accommodations — for a $10-a-plate surcharge.





Nothing, he says, has fueled the recent explosion of allergy complaints like gluten. At a National Restaurant Association trade show not long ago, Eichelberger quipped: “I didn’t realize that celiac disease was contagious. It seems like everybody is getting it.”





WE WERE NEVER meant to eat gluten.





That’s the favorite refrain of gluten-free warriors.





It’s true, says celiac expert Alessio Fasano, that in the 2.5 million years since our ancestors took their first bites, we’ve been eating gluten for only about 10,000 years. However, he stresses that for thousands of years, most people have been eating it with no problem. And gluten-dense wheat made possible our transition from hunter-gatherer life, where we spent almost all our energy on food procurement, to agriculture, which enabled creative work, like building the Colosseum or inventing the computer.


In his book Gluten Freedom, Fasano notes that the first hint of celiac disease in the medical literature came nearly 2,000 years ago. A Greek physician named Aretaeus described a condition that involved “suffering in the bowels.” There was silence in the literature for the next 1,800 years, before British physician Samuel Gee in 1887 correctly diagnosed this malady of chronic indigestion as malabsorption caused by some unnamed foodstuff. Gee’s solution for his patients was less spot-on: He advised them to make sure the bread they ate was thinly sliced and toasted.





Fasano trained at the University of Naples, a hotbed of research on celiac disease, at the time associated almost exclusively with European children suffering chronic diarrhea and other gastrointestinal problems. He tells me he came to the United States partly “to get away from celiac.” Yet when he arrived at the University of Maryland in 1993, he couldn’t accept the prevailing medical view that celiac basically didn’t exist in this country.





Proving his intuition would consume a decade of his life. (Diagnosing the disease is cumbersome, requiring both blood tests and intestinal biopsies.) By 2003, he showed that 1 out of every 133 Americans — about 1 percent of the population — had celiac. It had been hiding because many Americans didn’t have the classic GI symptoms, but rather problems like anemia, joint pain, and chronic headaches.","4701432",1
"Imagine the exhilaration felt by these long-suffering patients who finally had an answer for their debilitating pain. Imagine their outrage at learning they had been hastening their deaths by unwittingly feeding themselves something that had been turning their bodies against them.





They became powerful evangelists about the perils of gluten.





But it didn’t take long for health-food hobbyists and diet-peddling hucksters to overrun the relatively small pool of celiac sufferers. And the “We were never meant to eat this” historical argument made their pitches all the more persuasive. That’s particularly true in the current climate, where we have become so estranged from our food and suspicious of the agribusiness behemoths supplying it. (While Fasano says pesticides may be a factor in rising rates of gluten intolerance, he sees no evidence for the popular claim that our wheat is substantially different from what it’s been for the last couple of centuries.)





That’s the backdrop to a recent study that found 11 percent of American households are following a gluten-free diet, even though only a quarter of them said they were doing it because of celiac or gluten intolerance.


The gluten-free spectrum is diverse. About 0.3 percent of Americans have a wheat allergy, meaning that ingesting even a trace amount could send them into anaphylactic shock. Then there is the 1 percent with celiac. Finally, there are people with gluten sensitivity, who suffer symptoms like diarrhea, bloating, or fatigue after eating gluten. Given the absence of diagnostic tools, the size of this last group is particularly fuzzy, though Fasano’s research suggests it’s in the 5 to 6 percent range.





Fasano is troubled that so many people are diagnosing themselves with gluten intolerance, changing their diet without ever going to the doctor. “You don’t say, ‘I’m drinking a lot and peeing a lot, so I must have diabetes,’ and then start injecting yourself with insulin.”





There is no cure for celiac or gluten sensitivity, and, unlike some allergies, people won’t outgrow the problem. So the only solution is to exclude gluten from the diet. That means going gluten-free is a therapeutic intervention, Fasano says. “It is not the South Beach diet.”





Many who go gluten-free find themselves feeling better and see that as proof that they have gluten intolerance. But a genuine gluten problem is only one of three possible explanations for their improved health, and statistically the least likely. Another reason could be the placebo effect. The most likely explanation is that paying closer attention to diet and avoiding fried and junk food — which tends to be loaded with gluten — is bound to make anyone feel better.





What’s the big deal if gluten-tolerant people go gluten-free, especially since they’ll be eating fewer Pop-Tarts?





The problem is the more these bandwagon-jumpers demand special attention, the more likely that restaurants and wider society will come to see all gluten-free people as phonies.





And by the time the fad-followers move on to another fad diet, they have cheapened the label for all those people who can’t move on.





The label is already becoming comic shorthand. Jimmy Kimmel and Seth Rogen have both mocked LA gluten-free proponents who actually have no idea what gluten is. (When pressed, Rogen’s character in This Is the End hilariously describes gluten as a “vague term” meaning “things that are bad,” like calories and fat.) The Onion offered up the headline: “14% of Americans Now Intolerant to Word ‘Gluten’. ”





With so many posers, people with celiac have to do a bit of acting themselves.





Dr. Sheila Crowe, a specialist at the University of California San Diego, has begun advising her celiac patients who eat out to spare no details in telling servers how dangerously ill they will become from gluten.





Fasano now gives his celiac patients permission to use the word “allergy” to describe their disease, since that will probably be taken more seriously.





He marvels at how quickly things went from no one believing gluten was a problem here to today’s gluten phobia. “To define gluten as this devil we have to fight,” he says, “is a real stretch.”





As he leans into his office chair, a gag box of Gluten Flakes cereal perched on the bookshelf above him, I ask Fasano, “Do you ever sit back and think, ‘What in the world did I unleash?’ ”





He smiles wearily. “Yes.”





...There's a little more on the site, but this is the bulk of the article.","4701435",1
"damn peanut allergy","311986",1
"I know nothing about RAST testing.





But as far as the need for an EpiPen - ask yourself this: how would you feel if he had fatal anaphylaxis, and you didn't have an EpiPen? You'd feel pretty bad, right?





Sounds like you still have some work to do on that denial. Get the pen.","4730332",1
"Sorry, that stinks, poor guy. I'm not an allergist but I've been told that past reactions don't predict future reactions- next one could be anaphylaxis. It's worth it to maintain the epi pen.  They follow the rast as a marker for how severe the allergy I think, if it goes down to a certain level you can try a food challenge. If that's not right I'm sure someone can correct me. ","4730358",1
"RAST is no longer done - the correct terminology is ImmunoCAP. Some experts feel the level of specific IgE to peanut may correlate with severity of reaction. A better (and much newer test) is peanut component testing which can identify the specific peanut allergens to which your son reacts. The prognostic value of this testing is impressive in a few recent studies.





Personally, I hardly ever recommend epinephrine auto-injectors for patients who have mild cutaneous only manifestations, but I suspect my position is the minority opinion. Continue avoiding peanut; I don't understand the hazelnut issue from your post.","4730360",1
"Well, and he needs to know all this.  The problem isn't simply one of avoiding peanuts in the home.  This will potentially be a life-long issue, and as {redacted} astutely points out, if the manifestations are potentially more severe than cutaneous, this will impact eating in public places, school cafeterias, etc.  ","4730552",1
"Thanks everyone for your comments.  RAST testing is what the lab slip says. The issue with hazelnut is if I touch it, if anyone touches me after eating it I get hives. I guess my point is that there are many things in the world that do this to me, including lots of different fruits and plants, so why has no one suggested an epi pen if there's no way to predict future reaction?.  I guess I think that the risk of anaphylaxis for both of us is pretty low and so neither of us really needs an epipen.  


Oh and back to the original question:


How does rast testing (or whatever we shall call it) help in this case?","4730715",1
"Peanut can be one of the most serious reactions so even though he has not had anaphylaxis yet, I would still prescribe an Epi pen because we are dealing with peanuts. They also are the least likely allergy to outgrow. No harm in having an Epi pen just in case. If you ever needed you would be very thankful you had it.","4730832",1
"The lab slip is incorrectly written. As I posted above, there may be a correlation between higher IgE levels and risk for systemic reaction. The better test to assess this seems to be a peanut component assay for Ara h 1,2,3.","4730897",1
"My local lab has automatically performed ImmunoCap even if RAST was ordered in error. Call your lab and verify. Also find out if component testing is covered by your insurance as around here patients have paid $$$ for that test. Getting the blood work done may help you decide if you need an EpiPen around him. Being a physician you may be able to administer epinephrine from the single dose vials rather than the expensive auto-injectors. 





What were his and your skin test results to tree nuts?","4730932",1
"A few comments, maybe ask the allergist why the plan of only hazelnut and peanut. I know your history but with food allergy in families it doesn't pan out consistent like that, other allergens are just as likely.. Usually our in house allergist recommends avoiding all tree nuts in these cases (peanut allergy) due to cross contamination. Definitely needs Epi-pen, why would you think risk of anaphylaxis low when hives developed from just contact? What if is was an ingestion? And these happen all the time, there are people who forget what they put in baked goods, even labels have been mislabeled, not worth the risk. I just had a teenage go into shock when she bit into a granola bar that had no outside label, was not thinking. I am not sure why hazelnut and not other tree nuts recommended on RAST testing. I am beginning to be a bigger fan of the ARA subtypes, 8 may predict future tolerance as drmiv states, I think utility of that is becoming more apparent. (and the anaphylaxis risk subtypes although I would predict would be + as you had such immediate skin reaction)","4730942",1
"Most of what I've seen is *multiple* autoinjectors - one for parents to carry, one for school (or preschool in this case), one for the kitchen, for example.  Like a seatbelt, the one time you don't have it is when you will need it.  Yes, YOU may be able to fumble your way through with glass vials and syringes, but don't expect others to.  That was the beauty of AuviQ - don't know the status of that since it's recall.","4730993",1
"http://allergicliving.com/2015/07/08/fda-designates-peanut-treatment-breakthrough-therapy/





http://www.medscape.com/viewarticle/840415","4731071",1
"Sublingual IT for peanut is still experimental, although the data so far has been most encouraging. The patient in the OP does not qualify for therapy as he has not experienced even a systemic reaction, much less life threatening anaphylaxis!","4731087",1
"I heard from the Sanofi rep that they dropped AuviQ and it was unlikely to be brought back to market by anyone.  Immunotherapy for peanuts sounds promising but the time requirement is immense and if I recall correctly only about a 30% success rate.","4731358",1
"There is no more time requirement than anyone taking a once-daily oral medication. The success rate is more like 90%, but the real question is how long must a patient continue treatment to prevent systemic reactions.","4731456",1
"{redacted}


I would appreciate a reason why you do not  recommend  an Epi pen  for urticarial nut and peanut  reactions since all Allergists at least in our area do so immediately , unless previously prescribed.  If there was a fatal anaphylactic reaction  and a death, how could you have a credible defense ?


As far as the replacement for the Rast testing is expensive  and coverage in our area is either excluded, requiring a PA (always rejected) or covered but well low the cost and you are prohibited to balance bill.


","4731514",1
"<<AuviQ and it was unlikely to be brought back to market by anyone>>





Too bad.  Nifty gadget.  ","4731569",1
"I think around forty bucks per individual RAST where I practice, doesn't sound bad unless you do hundreds of them.","4731592",1
"""I would appreciate a reason why you do not recommend an Epi pen for urticarial nut and peanut reactions since all Allergists at least in our area do so immediately"" = Show me the data that cutaneous only reactions progress to anaphylaxis. Avoidance of peanut is actually one of the easiest dietary restrictions to implement. That is the treatment of choice!","4731616",1
"The death rate from anaphylaxis is vanishingly small.  It is unclear if that is because of the prevalence of epinephrine auto-injectors, a good medical system, or just because it's hard to die from anaphylaxis.  





It would suck, of course, if you (or your child) were one of the unlucky ones...





https://www.aaaai.org/global/latest-research-summaries/Current-JACI-Research/death-anaphylaxis","4731632",1
"EHR won't let me order immunocap, it only has RAST and not for foods. Genuine suckage in the EHR.","4733041",1
"Sorry {redacted}  as you are a fool , and Direct pressure , of course  a foolish system  and Dr Vicki  so sorry this is above your pay grade","4733564",1
"Let me know, kjr, when you have your first patient develop an MI from unnecessary epi administration for hives due to food allergy. Then we will see who the real fool is... ","4733581",1
"Sorry, I couldn't quite understand, KJried: am I a fool, or just {redacted}?  And what was wrong with {redacted}'s post?





And if I'm a fool, is it because I recommended an epinephrine auto-injector for the O{, or for some other reason?","4734075",1
"""I couldn't quite understand"" = You're not alone in trying to understand kjr...","4734117",1
"Better safe than sorry. Which is why I requested (and got for free- thanks US taxpayers via Tricare) epipen (issued a box of two) just because I started keeping bees. Sure, if I or family ever become allergic I just need to quit beekeeping! BUt in the mean time, me or any guest with a bad reaction has an epi pen JIC. I'm being lax on keeping them current though, this is a private home, not a JCAHO inspected clinic or hospital. (And we haven't used one yet in 2 years. And I've survived about 5 bee stings.)","4734458",1
"""and got for free"" = So you were prescribed an Epi-pen without ANY history of anaphylaxis? Exactly how is that any different from inappropriate usage of opiates for pain?





No wonder healthcare costs are totally out of control in this country...","4734469",1
"With immediate generalized urticaria resulting from touching peanut butter, self-injecting epinephrine (does not have to be EpiPen, which is brand name), is appropriate. There are currently clinical trials on peanut desensitization that seem to be promising. See if there is a participating allergist near by. Also, I have been able to orally desensitize several of my highly peanut-allergic patients to tolerate at lest small amounts of peanuts, starting with minute amounts pf peanuts or pure peanut butter.","4734683",1
"I keep them in the house.  First - I have weird and unexplainable reactions occasionally, and have had my own systemic allergic reactions with GI, skin, hypotension though without airway.  Second, we have MANY anaphylactic people in the family.


Maybe it's the ER in me, but - better safe than sorry.  If it sits and languishes on a shelf, so be it.  ","4734698",1
"""There are currently clinical trials on peanut desensitization that seem to be promising."" = Do these trials enroll patients with cutaneous only reactions? That was not my understanding of the development program of peanut oral IT.","4734737",1
"""and have had my own systemic allergic reactions with GI, skin, hypotension"" = Then you  definitely should have epi available! Obviously your case is nothing at all like the patient reported in the OP.","4734740",1
"Dreamland, again your knowledge fails you in a critically important respect.





The *major* idea is the total medicalization of everything for the benefit of the medical-industrial complex.  That alone is sufficient reason to look for the best way to get *everyone* epipens.





It is hard to believe that you practice medicine and fail to understand this.","4734822",1
"Damnedscope, stick to Christian bashing threads. You appear to be way out of your league here...","4734853",1
"To clarify statement above by {redacted}  ""past reactions don't predict future reactions"", is not always true. Allergic symptoms are similar on subsequent occasions for most patients especially with stinging insect allergies and food allergies. However, the less predictable patients are those with asthma and peanut/ and or nut allergies. It is also true that with cutaneous only allergic symptoms, Epinephrine is rarely indicated. But with asthma and history of peanut/ nut allergies it is prudent to have access to Epinephrine, even if cutaneous only reaction, due to the unpredictability of subsequent reactions.","4734993",1
"Having done allergy for 30 years - peanut allergy can go from urticaria to anaphylaxis with no good predictors.  The RAST is of value sort of to tell you how high is up.  It may help to have a number for someone in total denial like you sound to be.  Also, later in 5-10 years a repeat RAST may help show if the child is less reactive or not  That having been said you should know that evidence based medicine knows that 50% of people who died from food allergy were NEVER given epi!!   even though they knew they had a food allergy, of which peanut is the most common and most lethal.  So how will you feel if your child had a severe reaction and you were not prepared?  Grow up.","4735168",1
"Don't buy an epipen--damn things cost like stink. My grandson has hives from peanuts. I spent a few bucks on 10 1cc amps of epinephrine and brought home a handful of tuberculin syringes. Taped an amp and syringe to several bathroom cabinet doors and stashed in cars, etc. An epipen is pretty worthless if you forget to bring it along. ","4735180",1
